Metro_area,Subregion,Province,Retail_and_recreation,Grocery_and_pharmacy,Parks,Transit_stations,Workplaces,Residential
,Peel,Ontario,-37.0,-14.0,-29.0,-65.0,-42.0,18.0
,Peel,Ontario,-34.0,-8.0,-15.0,-64.0,-41.0,17.0
,Peel,Ontario,-34.0,-13.0,-3.0,-63.0,-41.0,18.0
,Peel,Ontario,-39.0,-16.0,-33.0,-61.0,-9.0,11.0
,Peel,Ontario,-37.0,-14.0,-11.0,-64.0,-16.0,8.0
,Peel,Ontario,-36.0,-15.0,-28.0,-66.0,-44.0,18.0
,Peel,Ontario,-34.0,-8.0,-26.0,-64.0,-42.0,17.0
,Peel,Ontario,-36.0,-14.0,-38.0,-67.0,-43.0,19.0
,Peel,Ontario,-32.0,-4.0,-29.0,-63.0,-42.0,18.0
,Peel,Ontario,-32.0,-9.0,-15.0,-62.0,-41.0,18.0
,Peel,Ontario,-36.0,-10.0,-19.0,-56.0,-10.0,10.0
,Peel,Ontario,-35.0,-12.0,-10.0,-61.0,-15.0,7.0
,Peel,Ontario,-25.0,3.0,-9.0,-64.0,-49.0,18.0
,Peel,Ontario,-22.0,16.0,-15.0,-63.0,-48.0,17.0
,Peel,Ontario,-15.0,31.0,0.0,-63.0,-49.0,17.0
,Peel,Ontario,-22.0,35.0,-18.0,-68.0,-64.0,23.0
,Peel,Ontario,-80.0,-73.0,-19.0,-84.0,-88.0,35.0
,Peel,Ontario,-59.0,-44.0,-18.0,-69.0,-44.0,16.0
,Peel,Ontario,-47.0,-28.0,3.0,-66.0,-26.0,10.0
,Peel,Ontario,-40.0,-12.0,-18.0,-74.0,-73.0,28.0
,Peel,Ontario,-34.0,-1.0,-4.0,-68.0,-58.0,23.0
,Peel,Ontario,-32.0,3.0,-33.0,-70.0,-59.0,24.0
,Peel,Ontario,-22.0,26.0,5.0,-70.0,-65.0,24.0
,Peel,Ontario,-74.0,-69.0,-21.0,-83.0,-87.0,36.0
,Peel,Ontario,-48.0,-22.0,1.0,-62.0,-30.0,15.0
,Peel,Ontario,-49.0,-28.0,-13.0,-64.0,-24.0,11.0
,Peel,Ontario,-42.0,-17.0,-22.0,-66.0,-49.0,21.0
,Peel,Ontario,-42.0,-15.0,-27.0,-66.0,-47.0,21.0
,Peel,Ontario,-43.0,-17.0,-24.0,-68.0,-47.0,21.0
,Peel,Ontario,-42.0,-12.0,-18.0,-68.0,-47.0,21.0
,Peel,Ontario,-43.0,-20.0,-25.0,-68.0,-46.0,22.0
,Peel,Ontario,-42.0,-14.0,17.0,-63.0,-15.0,12.0
,Peel,Ontario,-45.0,-20.0,0.0,-66.0,-21.0,10.0
,Peel,Ontario,-45.0,-21.0,-28.0,-70.0,-48.0,21.0
,Peel,Ontario,-44.0,-15.0,-33.0,-69.0,-47.0,20.0
,Peel,Ontario,-42.0,-10.0,-26.0,-71.0,-48.0,20.0
,Peel,Ontario,-52.0,-26.0,-33.0,-71.0,-51.0,22.0
,Peel,Ontario,-52.0,-31.0,-38.0,-72.0,-50.0,24.0
,Peel,Ontario,-50.0,-23.0,8.0,-67.0,-21.0,14.0
,Peel,Ontario,-52.0,-29.0,-13.0,-71.0,-26.0,11.0
,Peel,Ontario,-49.0,-28.0,-26.0,-72.0,-52.0,22.0
,Peel,Ontario,-50.0,-25.0,-37.0,-72.0,-50.0,21.0
,Peel,Ontario,-49.0,-26.0,-39.0,-73.0,-50.0,22.0
,Peel,Ontario,-46.0,-20.0,-28.0,-71.0,-50.0,22.0
,Peel,Ontario,-47.0,-24.0,-34.0,-71.0,-49.0,23.0
,Peel,Ontario,-46.0,-20.0,-15.0,-68.0,-19.0,13.0
,Peel,Ontario,-50.0,-26.0,-16.0,-72.0,-25.0,11.0
,Peel,Ontario,-47.0,-24.0,-17.0,-72.0,-51.0,21.0
,Peel,Ontario,-60.0,-44.0,-49.0,-73.0,-53.0,23.0
,Peel,Ontario,-46.0,-21.0,-27.0,-73.0,-50.0,22.0
,Peel,Ontario,-46.0,-21.0,-40.0,-72.0,-50.0,22.0
,Peel,Ontario,-46.0,-25.0,-38.0,-72.0,-48.0,23.0
,Peel,Ontario,-44.0,-16.0,7.0,-69.0,-17.0,13.0
,Peel,Ontario,-47.0,-24.0,-22.0,-73.0,-23.0,10.0
,Peel,Ontario,-47.0,-25.0,-35.0,-73.0,-50.0,21.0
,Peel,Ontario,-47.0,-22.0,-36.0,-72.0,-49.0,21.0
,Peel,Ontario,-45.0,-21.0,-19.0,-73.0,-49.0,21.0
,Peel,Ontario,-43.0,-16.0,-8.0,-72.0,-48.0,21.0
,Peel,Ontario,-48.0,-28.0,-43.0,-73.0,-49.0,23.0
,Peel,Ontario,-45.0,-19.0,-26.0,-71.0,-17.0,13.0
,Peel,Ontario,-47.0,-24.0,-18.0,-75.0,-21.0,10.0
,Peel,Ontario,-48.0,-27.0,-38.0,-74.0,-49.0,21.0
,Peel,Ontario,-46.0,-21.0,-30.0,-72.0,-48.0,21.0
,Peel,Ontario,-45.0,-18.0,-34.0,-73.0,-48.0,21.0
,Peel,Ontario,-41.0,-12.0,-30.0,-72.0,-48.0,21.0
,Peel,Ontario,-43.0,-18.0,-35.0,-72.0,-48.0,22.0
,Peel,Ontario,-43.0,-11.0,-29.0,-71.0,-19.0,13.0
,Peel,Ontario,-33.0,-3.0,26.0,-73.0,-21.0,8.0
,Peel,Ontario,-64.0,-48.0,-8.0,-82.0,-82.0,32.0
,Peel,Ontario,-52.0,-27.0,-47.0,-73.0,-53.0,23.0
,Peel,Ontario,-40.0,-9.0,-24.0,-71.0,-44.0,19.0
,Peel,Ontario,-46.0,-19.0,-37.0,-71.0,-46.0,20.0
,Peel,Ontario,-44.0,-22.0,-29.0,-70.0,-45.0,21.0
,Peel,Ontario,-40.0,-9.0,10.0,-68.0,-13.0,11.0
,Peel,Ontario,-42.0,-16.0,19.0,-72.0,-18.0,9.0
,Peel,Ontario,-47.0,-25.0,-38.0,-73.0,-47.0,21.0
,Peel,Ontario,-42.0,-13.0,-27.0,-71.0,-44.0,19.0
,Peel,Ontario,-42.0,-15.0,-20.0,-72.0,-44.0,19.0
,Peel,Ontario,-40.0,-12.0,-15.0,-71.0,-44.0,19.0
,Peel,Ontario,-39.0,-14.0,-8.0,-69.0,-43.0,19.0
,Peel,Ontario,-39.0,-12.0,11.0,-69.0,-13.0,10.0
,Peel,Ontario,-43.0,-20.0,-23.0,-73.0,-17.0,8.0
,Peel,Ontario,-44.0,-23.0,-36.0,-72.0,-45.0,19.0
,Peel,Ontario,-42.0,-16.0,-25.0,-70.0,-44.0,19.0
,Peel,Ontario,-40.0,-14.0,-4.0,-70.0,-44.0,18.0
,Peel,Ontario,-40.0,-13.0,-28.0,-70.0,-45.0,19.0
,Peel,Ontario,-40.0,-17.0,-25.0,-70.0,-44.0,19.0
,York,Ontario,2.0,11.0,39.0,11.0,1.0,-1.0
,York,Ontario,12.0,16.0,37.0,1.0,-2.0,-3.0
,York,Ontario,-1.0,-15.0,97.0,-49.0,-78.0,18.0
,York,Ontario,-3.0,14.0,-9.0,-4.0,1.0,1.0
,York,Ontario,3.0,9.0,-3.0,-7.0,1.0,1.0
,York,Ontario,3.0,10.0,3.0,-5.0,2.0,0.0
,York,Ontario,0.0,3.0,-3.0,-3.0,-6.0,2.0
,York,Ontario,8.0,14.0,58.0,14.0,10.0,-2.0
,York,Ontario,6.0,10.0,69.0,5.0,4.0,-1.0
,York,Ontario,3.0,7.0,23.0,-3.0,4.0,0.0
,York,Ontario,-1.0,13.0,3.0,-1.0,3.0,0.0
,York,Ontario,-11.0,-3.0,-7.0,-10.0,-5.0,4.0
,York,Ontario,-12.0,-3.0,-18.0,-12.0,-11.0,6.0
,York,Ontario,-11.0,-3.0,-17.0,-5.0,-1.0,4.0
,York,Ontario,4.0,20.0,28.0,6.0,10.0,0.0
,York,Ontario,5.0,19.0,44.0,-1.0,4.0,0.0
,York,Ontario,3.0,12.0,2.0,-4.0,5.0,0.0
,York,Ontario,-3.0,8.0,-7.0,-6.0,5.0,1.0
,York,Ontario,3.0,8.0,7.0,-6.0,2.0,1.0
,York,Ontario,3.0,11.0,23.0,-6.0,1.0,1.0
,York,Ontario,-4.0,-1.0,-3.0,-7.0,6.0,1.0
,York,Ontario,5.0,14.0,75.0,4.0,10.0,-1.0
,York,Ontario,4.0,11.0,135.0,-4.0,3.0,0.0
,York,Ontario,3.0,6.0,63.0,-7.0,3.0,1.0
,York,Ontario,-3.0,3.0,-3.0,-11.0,2.0,2.0
,York,Ontario,2.0,11.0,7.0,-10.0,1.0,2.0
,York,Ontario,2.0,39.0,18.0,-14.0,0.0,2.0
,York,Ontario,-6.0,47.0,-13.0,-22.0,-3.0,5.0
,York,Ontario,-18.0,31.0,18.0,-20.0,0.0,5.0
,York,Ontario,-21.0,15.0,97.0,-29.0,-11.0,5.0
,York,Ontario,-14.0,33.0,35.0,-45.0,-34.0,13.0
,York,Ontario,-33.0,17.0,23.0,-52.0,-42.0,18.0
,York,Ontario,-38.0,4.0,36.0,-57.0,-49.0,21.0
,York,Ontario,-42.0,6.0,53.0,-59.0,-51.0,23.0
,York,Ontario,-50.0,-12.0,-1.0,-62.0,-53.0,25.0
,York,Ontario,-57.0,-16.0,75.0,-54.0,-36.0,15.0
,York,Ontario,-60.0,-26.0,51.0,-60.0,-43.0,14.0
,York,Ontario,-50.0,-12.0,-28.0,-69.0,-59.0,26.0
,York,Ontario,-53.0,-13.0,27.0,-67.0,-61.0,27.0
,York,Ontario,-59.0,-26.0,50.0,-70.0,-66.0,29.0
,York,Ontario,-59.0,-24.0,12.0,-71.0,-66.0,30.0
,York,Ontario,-60.0,-27.0,63.0,-69.0,-64.0,30.0
,York,Ontario,-67.0,-32.0,9.0,-65.0,-50.0,19.0
,York,Ontario,-68.0,-40.0,10.0,-69.0,-52.0,16.0
,York,Ontario,-59.0,-31.0,-30.0,-75.0,-67.0,29.0
,York,Ontario,-59.0,-25.0,-16.0,-73.0,-67.0,29.0
,York,Ontario,-56.0,-26.0,53.0,-70.0,-67.0,29.0
,York,Ontario,-57.0,-22.0,30.0,-70.0,-67.0,30.0
,York,Ontario,-61.0,-27.0,-16.0,-69.0,-66.0,31.0
,York,Ontario,-65.0,-30.0,17.0,-56.0,-50.0,19.0
,York,Ontario,-68.0,-37.0,19.0,-62.0,-53.0,16.0
,York,Ontario,-58.0,-25.0,30.0,-68.0,-67.0,28.0
,York,Ontario,-59.0,-22.0,8.0,-70.0,-68.0,30.0
,York,Ontario,-56.0,-19.0,22.0,-69.0,-69.0,30.0
,York,Ontario,-51.0,0.0,-14.0,-69.0,-69.0,29.0
,York,Ontario,-82.0,-69.0,-18.0,-84.0,-88.0,40.0
,York,Ontario,-63.0,-19.0,18.0,-61.0,-54.0,19.0
,York,Ontario,-81.0,-72.0,26.0,-67.0,-59.0,17.0
,York,Ontario,-60.0,-27.0,-35.0,-76.0,-71.0,31.0
,York,Ontario,-57.0,-19.0,-15.0,-71.0,-67.0,30.0
,York,Ontario,-58.0,-24.0,-24.0,-71.0,-68.0,31.0
,York,Ontario,-58.0,-22.0,-21.0,-71.0,-68.0,31.0
,York,Ontario,-60.0,-26.0,-12.0,-69.0,-66.0,32.0
,York,Ontario,-64.0,-28.0,47.0,-57.0,-46.0,18.0
,York,Ontario,-68.0,-40.0,-14.0,-67.0,-48.0,16.0
,York,Ontario,-56.0,-25.0,35.0,-69.0,-66.0,28.0
,York,Ontario,-59.0,-29.0,-32.0,-72.0,-66.0,30.0
,York,Ontario,-55.0,-24.0,2.0,-70.0,-67.0,30.0
,York,Ontario,-56.0,-21.0,9.0,-69.0,-66.0,30.0
,York,Ontario,-59.0,-26.0,3.0,-68.0,-65.0,31.0
,York,Ontario,-61.0,-26.0,127.0,-49.0,-45.0,17.0
,York,Ontario,-66.0,-37.0,-14.0,-65.0,-46.0,16.0
,York,Ontario,-53.0,-22.0,81.0,-65.0,-64.0,27.0
,York,Ontario,-55.0,-22.0,29.0,-67.0,-65.0,29.0
,York,Ontario,-55.0,-24.0,-10.0,-69.0,-66.0,30.0
,York,Ontario,-55.0,-16.0,16.0,-68.0,-65.0,30.0
,York,Ontario,-55.0,-19.0,45.0,-64.0,-63.0,29.0
,York,Ontario,-60.0,-23.0,56.0,-50.0,-42.0,17.0
,York,Ontario,-58.0,-26.0,152.0,-46.0,-39.0,12.0
,York,Ontario,-51.0,-18.0,27.0,-66.0,-64.0,27.0
,York,Ontario,-52.0,-15.0,49.0,-64.0,-63.0,28.0
,York,Ontario,-50.0,-16.0,71.0,-62.0,-64.0,28.0
,York,Ontario,-52.0,-15.0,19.0,-65.0,-63.0,29.0
,York,Ontario,-54.0,-18.0,-4.0,-64.0,-61.0,29.0
,York,Ontario,-56.0,-15.0,-16.0,-53.0,-39.0,17.0
,York,Ontario,-51.0,-18.0,-6.0,-55.0,-36.0,13.0
,York,Ontario,-52.0,-24.0,5.0,-67.0,-62.0,27.0
,York,Ontario,-50.0,-16.0,23.0,-63.0,-61.0,27.0
,York,Ontario,-45.0,-14.0,102.0,-60.0,-62.0,27.0
,York,Ontario,-48.0,-15.0,8.0,-65.0,-62.0,28.0
,York,Ontario,-50.0,-16.0,10.0,-63.0,-60.0,29.0
,York,Ontario,-50.0,-13.0,211.0,-36.0,-35.0,13.0
,York,Ontario,-50.0,-18.0,77.0,-50.0,-34.0,12.0
,York,Ontario,-66.0,-48.0,-4.0,-80.0,-86.0,34.0
,York,Ontario,-42.0,-4.0,70.0,-60.0,-59.0,25.0
,York,Ontario,-37.0,-4.0,135.0,-56.0,-60.0,25.0
,York,Ontario,-38.0,-1.0,134.0,-57.0,-59.0,25.0
,York,Ontario,-42.0,-8.0,111.0,-54.0,-56.0,25.0
,York,Ontario,-45.0,-9.0,204.0,-33.0,-27.0,12.0
,York,Ontario,-45.0,-17.0,149.0,-42.0,-28.0,10.0
,York,Ontario,-35.0,-8.0,105.0,-56.0,-59.0,23.0
,York,Ontario,-38.0,-7.0,86.0,-57.0,-57.0,24.0
,York,Ontario,-35.0,-6.0,108.0,-55.0,-57.0,24.0
,York,Ontario,-39.0,-8.0,30.0,-58.0,-57.0,25.0
,York,Ontario,-43.0,-14.0,25.0,-57.0,-55.0,26.0
,York,Ontario,-43.0,-10.0,135.0,-31.0,-18.0,12.0
,York,Ontario,-42.0,-15.0,139.0,-36.0,-18.0,10.0
,York,Ontario,-33.0,-7.0,140.0,-52.0,-55.0,22.0
,York,Ontario,-38.0,-9.0,92.0,-55.0,-55.0,24.0
,York,Ontario,-35.0,-8.0,120.0,-55.0,-56.0,24.0
,York,Ontario,-34.0,-1.0,139.0,-54.0,-54.0,23.0
,York,Ontario,-38.0,-9.0,93.0,-54.0,-52.0,23.0
,York,Ontario,-39.0,-6.0,228.0,-31.0,-16.0,10.0
,York,Ontario,-38.0,-12.0,213.0,-37.0,-18.0,8.0
,York,Ontario,-30.0,-6.0,164.0,-54.0,-54.0,21.0
,York,Ontario,-34.0,-6.0,125.0,-55.0,-54.0,22.0
,York,Ontario,-33.0,-8.0,76.0,-57.0,-55.0,24.0
,York,Ontario,-32.0,0.0,147.0,-52.0,-53.0,22.0
,York,Ontario,-35.0,-4.0,129.0,-51.0,-51.0,22.0
,York,Ontario,-37.0,-4.0,256.0,-25.0,-12.0,9.0
,York,Ontario,-37.0,-11.0,238.0,-33.0,-13.0,7.0
,York,Ontario,-28.0,-2.0,189.0,-50.0,-53.0,20.0
,York,Ontario,-30.0,-1.0,176.0,-50.0,-53.0,21.0
,York,Ontario,-29.0,-2.0,182.0,-50.0,-53.0,21.0
,York,Ontario,-30.0,5.0,167.0,-50.0,-53.0,21.0
,York,Ontario,-30.0,1.0,143.0,-45.0,-50.0,20.0
,York,Ontario,-33.0,3.0,248.0,-18.0,-9.0,7.0
,York,Ontario,-33.0,-6.0,172.0,-26.0,-8.0,5.0
,York,Ontario,-26.0,-5.0,140.0,-49.0,-53.0,20.0
,York,Ontario,-30.0,-4.0,89.0,-51.0,-53.0,22.0
,York,Ontario,-24.0,0.0,151.0,-46.0,-52.0,20.0
,York,Ontario,-25.0,6.0,188.0,-46.0,-51.0,20.0
,York,Ontario,-29.0,-2.0,181.0,-41.0,-49.0,19.0
,York,Ontario,-33.0,-2.0,233.0,-13.0,-10.0,8.0
,York,Ontario,-32.0,-10.0,271.0,-16.0,-5.0,4.0
,York,Ontario,-18.0,2.0,205.0,-48.0,-52.0,18.0
,York,Ontario,-10.0,24.0,185.0,-48.0,-51.0,16.0
,York,Ontario,-42.0,-32.0,392.0,-61.0,-76.0,23.0
,York,Ontario,-18.0,8.0,171.0,-52.0,-53.0,19.0
,York,Ontario,-25.0,2.0,176.0,-51.0,-55.0,19.0
,York,Ontario,-32.0,-5.0,271.0,-29.0,-11.0,6.0
,York,Ontario,-31.0,-12.0,236.0,-33.0,-12.0,4.0
,York,Ontario,-19.0,-1.0,195.0,-51.0,-52.0,18.0
,York,Ontario,-23.0,1.0,167.0,-52.0,-51.0,19.0
,York,Ontario,-20.0,0.0,173.0,-52.0,-52.0,19.0
,York,Ontario,-21.0,6.0,158.0,-51.0,-51.0,19.0
,York,Ontario,-26.0,-3.0,139.0,-49.0,-49.0,18.0
,York,Ontario,-30.0,-4.0,111.0,-33.0,-9.0,9.0
,York,Ontario,-28.0,-8.0,253.0,-31.0,-9.0,4.0
,York,Ontario,-19.0,-1.0,211.0,-51.0,-51.0,18.0
,York,Ontario,-21.0,-1.0,204.0,-51.0,-50.0,18.0
,York,Ontario,-18.0,-1.0,205.0,-52.0,-50.0,18.0
,York,Ontario,-22.0,4.0,98.0,-54.0,-50.0,20.0
,York,Ontario,-23.0,0.0,189.0,-49.0,-48.0,17.0
,York,Ontario,-29.0,-3.0,280.0,-28.0,-7.0,5.0
,York,Ontario,-34.0,-15.0,144.0,-40.0,-13.0,6.0
,York,Ontario,-17.0,1.0,221.0,-51.0,-49.0,17.0
,York,Ontario,-21.0,1.0,204.0,-52.0,-49.0,18.0
,York,Ontario,-21.0,-3.0,105.0,-55.0,-50.0,20.0
,York,Ontario,-18.0,6.0,211.0,-51.0,-49.0,17.0
,York,Ontario,-22.0,0.0,198.0,-49.0,-47.0,16.0
,York,Ontario,-26.0,-3.0,311.0,-25.0,-6.0,4.0
,York,Ontario,-26.0,-8.0,250.0,-34.0,-9.0,3.0
,York,Ontario,-17.0,-2.0,164.0,-53.0,-51.0,18.0
,York,Ontario,-18.0,3.0,214.0,-51.0,-49.0,17.0
,York,Ontario,-14.0,1.0,206.0,-53.0,-51.0,18.0
,York,Ontario,-14.0,10.0,226.0,-49.0,-50.0,17.0
,York,Ontario,-18.0,5.0,212.0,-47.0,-49.0,15.0
,York,Ontario,-27.0,-4.0,321.0,-29.0,-12.0,2.0
,York,Ontario,-27.0,-11.0,65.0,-49.0,-16.0,6.0
,York,Ontario,-31.0,-23.0,220.0,-68.0,-79.0,22.0
,York,Ontario,-19.0,1.0,76.0,-55.0,-51.0,18.0
,York,Ontario,-12.0,4.0,255.0,-51.0,-50.0,17.0
,York,Ontario,-13.0,6.0,251.0,-51.0,-49.0,16.0
,York,Ontario,-20.0,-3.0,215.0,-49.0,-47.0,15.0
,York,Ontario,-23.0,-5.0,349.0,-26.0,-6.0,3.0
,York,Ontario,-23.0,-10.0,261.0,-34.0,-9.0,2.0
,York,Ontario,-13.0,-3.0,217.0,-53.0,-50.0,16.0
,York,Ontario,-16.0,1.0,208.0,-53.0,-49.0,17.0
,York,Ontario,-12.0,0.0,248.0,-51.0,-50.0,16.0
,York,Ontario,-14.0,4.0,235.0,-51.0,-49.0,16.0
,York,Ontario,-19.0,0.0,214.0,-47.0,-47.0,15.0
,York,Ontario,-23.0,-3.0,315.0,-25.0,-6.0,2.0
,York,Ontario,-23.0,-7.0,166.0,-37.0,-11.0,3.0
,York,Ontario,-15.0,-4.0,,-52.0,-50.0,16.0
,York,Ontario,-15.0,2.0,,-52.0,-48.0,16.0
,York,Ontario,-13.0,0.0,,-51.0,-50.0,16.0
,York,Ontario,-13.0,6.0,,-49.0,-49.0,15.0
,York,Ontario,-18.0,0.0,,-47.0,-47.0,15.0
,York,Ontario,-22.0,-4.0,,-25.0,-6.0,3.0
,York,Ontario,-22.0,-7.0,,-30.0,-8.0,2.0
,York,Ontario,-12.0,-1.0,,-51.0,-49.0,15.0
,York,Ontario,-14.0,4.0,,-50.0,-49.0,15.0
,York,Ontario,-13.0,-1.0,,-51.0,-49.0,16.0
,York,Ontario,-13.0,6.0,,-50.0,-48.0,16.0
,York,Ontario,-18.0,2.0,,-48.0,-46.0,15.0
,York,Ontario,-20.0,3.0,,-26.0,-7.0,4.0
,York,Ontario,-18.0,-3.0,,-25.0,-6.0,1.0
,York,Ontario,-11.0,2.0,,-50.0,-49.0,14.0
,York,Ontario,-14.0,4.0,,-49.0,-49.0,15.0
,York,Ontario,-11.0,4.0,,-52.0,-50.0,16.0
,York,Ontario,-11.0,7.0,,-49.0,-48.0,15.0
,York,Ontario,-13.0,6.0,,-45.0,-47.0,13.0
,York,Ontario,-20.0,0.0,,-24.0,-11.0,2.0
,York,Ontario,-14.0,-1.0,,-30.0,-9.0,0.0
,York,Ontario,-30.0,-21.0,,-69.0,-83.0,23.0
,York,Ontario,-14.0,9.0,,-52.0,-50.0,16.0
,York,Ontario,-13.0,4.0,,-53.0,-49.0,16.0
,York,Ontario,-13.0,5.0,,-50.0,-48.0,16.0
,York,Ontario,-16.0,2.0,163.0,-46.0,-45.0,15.0
,York,Ontario,-16.0,3.0,281.0,-21.0,-3.0,4.0
,York,Ontario,-18.0,-1.0,194.0,-31.0,-4.0,5.0
,York,Ontario,-13.0,1.0,178.0,-52.0,-45.0,15.0
,York,Ontario,-15.0,3.0,151.0,-51.0,-45.0,16.0
,York,Ontario,-14.0,0.0,175.0,-49.0,-46.0,16.0
,York,Ontario,-16.0,5.0,157.0,-50.0,-45.0,16.0
,York,Ontario,-18.0,1.0,119.0,-48.0,-43.0,15.0
,York,Ontario,-18.0,4.0,230.0,-27.0,-3.0,5.0
,York,Ontario,-18.0,-1.0,242.0,-31.0,-3.0,4.0
,York,Ontario,-16.0,0.0,169.0,-51.0,-46.0,16.0
,York,Ontario,-19.0,3.0,153.0,-51.0,-46.0,16.0
,York,Ontario,-17.0,3.0,159.0,-51.0,-45.0,16.0
,York,Ontario,-19.0,4.0,126.0,-52.0,-44.0,16.0
,York,Ontario,-20.0,2.0,139.0,-49.0,-41.0,15.0
,York,Ontario,-19.0,5.0,268.0,-27.0,0.0,4.0
,York,Ontario,-19.0,1.0,239.0,-34.0,-1.0,3.0
,York,Ontario,-21.0,-1.0,157.0,-54.0,-46.0,16.0
,York,Ontario,-20.0,6.0,107.0,-53.0,-44.0,16.0
,York,Ontario,-19.0,3.0,45.0,-56.0,-45.0,17.0
,York,Ontario,-17.0,11.0,110.0,-53.0,-42.0,16.0
,York,Ontario,-22.0,1.0,83.0,-50.0,-41.0,17.0
,York,Ontario,-21.0,2.0,211.0,-30.0,-3.0,6.0
,York,Ontario,-26.0,-4.0,24.0,-45.0,-9.0,7.0
,York,Ontario,-19.0,0.0,141.0,-53.0,-44.0,16.0
,York,Ontario,-21.0,5.0,115.0,-54.0,-45.0,17.0
,York,Ontario,-20.0,2.0,59.0,-57.0,-45.0,18.0
,York,Ontario,-19.0,9.0,85.0,-54.0,-43.0,17.0
,York,Ontario,-19.0,13.0,122.0,-50.0,-42.0,15.0
,York,Ontario,-23.0,9.0,213.0,-33.0,-5.0,6.0
,York,Ontario,-23.0,6.0,204.0,-40.0,-7.0,4.0
,York,Ontario,-45.0,-35.0,201.0,-73.0,-83.0,26.0
,York,Ontario,-21.0,8.0,140.0,-55.0,-45.0,17.0
,York,Ontario,-18.0,5.0,128.0,-55.0,-44.0,18.0
,York,Ontario,-23.0,-1.0,13.0,-59.0,-44.0,19.0
,York,Ontario,-19.0,4.0,97.0,-52.0,-40.0,17.0
,York,Ontario,-17.0,8.0,253.0,-33.0,-1.0,6.0
,York,Ontario,-20.0,-1.0,104.0,-47.0,-5.0,7.0
,York,Ontario,-27.0,-4.0,47.0,-58.0,-45.0,18.0
,York,Ontario,-26.0,3.0,91.0,-57.0,-45.0,18.0
,York,Ontario,-26.0,0.0,72.0,-59.0,-45.0,19.0
,York,Ontario,-26.0,2.0,59.0,-57.0,-43.0,19.0
,York,Ontario,-27.0,0.0,160.0,-51.0,-41.0,17.0
,York,Ontario,-27.0,5.0,142.0,-38.0,-5.0,8.0
,York,Ontario,-29.0,-1.0,127.0,-45.0,-8.0,7.0
,York,Ontario,-26.0,-2.0,62.0,-58.0,-44.0,18.0
,York,Ontario,-30.0,-2.0,15.0,-58.0,-44.0,19.0
,York,Ontario,-23.0,4.0,92.0,-56.0,-44.0,18.0
,York,Ontario,-25.0,4.0,34.0,-58.0,-43.0,19.0
,York,Ontario,-27.0,3.0,22.0,-55.0,-41.0,18.0
,York,Ontario,-26.0,9.0,138.0,-33.0,-5.0,7.0
,York,Ontario,-32.0,-3.0,-2.0,-52.0,-12.0,9.0
,York,Ontario,-28.0,-6.0,13.0,-60.0,-44.0,19.0
,York,Ontario,-29.0,0.0,31.0,-59.0,-45.0,19.0
,York,Ontario,-25.0,0.0,107.0,-56.0,-44.0,18.0
,York,Ontario,-26.0,1.0,88.0,-57.0,-42.0,18.0
,York,Ontario,-27.0,0.0,114.0,-55.0,-40.0,18.0
,York,Ontario,-20.0,3.0,265.0,-35.0,-2.0,6.0
,York,Ontario,-21.0,0.0,268.0,-41.0,-5.0,5.0
,York,Ontario,-21.0,-2.0,140.0,-56.0,-43.0,17.0
,York,Ontario,-22.0,2.0,143.0,-56.0,-43.0,17.0
,York,Ontario,-17.0,4.0,88.0,-58.0,-45.0,18.0
,York,Ontario,-22.0,4.0,70.0,-58.0,-42.0,18.0
,York,Ontario,-23.0,0.0,38.0,-57.0,-43.0,19.0
,York,Ontario,-22.0,4.0,140.0,-41.0,-3.0,8.0
,York,Ontario,-33.0,-13.0,-20.0,-57.0,-12.0,10.0
,York,Ontario,-25.0,-5.0,18.0,-62.0,-44.0,19.0
,York,Ontario,-28.0,-4.0,13.0,-62.0,-44.0,20.0
,York,Ontario,-26.0,-3.0,10.0,-61.0,-45.0,20.0
,York,Ontario,-23.0,2.0,49.0,-60.0,-42.0,19.0
,York,Ontario,-22.0,2.0,89.0,-56.0,-41.0,18.0
,York,Ontario,-22.0,7.0,66.0,-42.0,-4.0,9.0
,York,Ontario,-39.0,-21.0,2.0,-57.0,-16.0,11.0
,York,Ontario,-24.0,-5.0,21.0,-62.0,-46.0,20.0
,York,Ontario,-24.0,-1.0,7.0,-63.0,-45.0,20.0
,York,Ontario,-22.0,-2.0,1.0,-62.0,-45.0,21.0
,York,Ontario,-19.0,6.0,26.0,-60.0,-43.0,20.0
,York,Ontario,-20.0,3.0,24.0,-58.0,-42.0,19.0
,York,Ontario,-20.0,9.0,116.0,-40.0,-5.0,9.0
,York,Ontario,-22.0,1.0,134.0,-47.0,-11.0,8.0
,York,Ontario,-22.0,-4.0,-12.0,-63.0,-45.0,20.0
,York,Ontario,-34.0,-12.0,1.0,-64.0,-48.0,22.0
,York,Ontario,-20.0,4.0,20.0,-60.0,-45.0,20.0
,York,Ontario,-21.0,7.0,25.0,-60.0,-43.0,20.0
,York,Ontario,-25.0,-2.0,0.0,-60.0,-42.0,21.0
,York,Ontario,-21.0,8.0,50.0,-42.0,-7.0,10.0
,York,Ontario,-23.0,2.0,59.0,-52.0,-13.0,9.0
,York,Ontario,-20.0,-2.0,19.0,-61.0,-45.0,19.0
,York,Ontario,-23.0,2.0,18.0,-61.0,-44.0,20.0
,York,Ontario,-25.0,-5.0,10.0,-60.0,-46.0,21.0
